"路径","所属模块","文件类型","审阅状态","审阅日期","审计检查点","主要入口或调用者","风险等级","结论","是否需要二次复核"
"01_core_hexin/services/commerce/src/modules/provisioning/ProvisioningModule.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/ProvisioningOperations.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/application/CreateMall.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/domain/model/DomainPurchaseLifecycle.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/domain/policy/DomainPurchasePolicy.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/index.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-146；CP-00A 证据语义","Provisioning compatibility public legacy export","G0","[FACT][E-AU-146-001–003] compatibility and public export reviewed retained","否"
"01_core_hexin/services/commerce/src/modules/provisioning/module.manifest.ts","Commerce/provisioning","TypeScript源码","已深入审阅","2026-09-14","AU-145；CP-00A 证据语义","MallProvisioning API and provisioning domain application test","P2（F-0178 HTTP composition coverage）","[FACT][E-AU-145-001–006] provisioning runtime chain reviewed；见 F-0178","否（F-0178 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/DisabledExternalPaymentGateway.test.ts","Commerce/purchase","测试源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/DisabledExternalPaymentGateway.ts","Commerce/purchase","TypeScript源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/DisabledPurchaseVoucherGateway.test.ts","Commerce/purchase","测试源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/DisabledPurchaseVoucherGateway.ts","Commerce/purchase","TypeScript源码","已结构性审阅","2026-09-14","AU-058 checkout cross-boundary","PurchaseCheckout/PurchaseOrder/PaymentSettlement","中","Purchase-only voucher 拒绝适配器；完整 purchase 模块仍待深审","否"
"01_core_hexin/services/commerce/src/modules/purchase/PurchaseBenefitGateway.test.ts","Commerce/purchase","测试源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/PurchaseBenefitGateway.ts","Commerce/purchase","TypeScript源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/PurchaseCheckoutContext.ts","Commerce/purchase","TypeScript源码","已结构性审阅","2026-09-14","AU-058 checkout cross-boundary","purchaseCheckoutOperations/QuoteReader","中","session-scoped access.purchase_checkout_context quote 输入事实；完整 purchase 模块仍待深审","否"
"01_core_hexin/services/commerce/src/modules/purchase/PurchaseModules.ts","Commerce/purchase","TypeScript源码","已结构性审阅","2026-09-14","AU-058 checkout cross-boundary","PurchaseApiMain/bootstrapApi","中","selected checkout operation 覆盖完整 CheckoutModule；完整 purchase 模块仍待深审","否"
"01_core_hexin/services/commerce/src/modules/purchase/PurchaseOperations.test.ts","Commerce/purchase","测试源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/PurchaseOperations.ts","Commerce/purchase","TypeScript源码","已结构性审阅","2026-09-14","AU-058 checkout cross-boundary","PurchaseCheckoutModule/PlaceOrder","中","checkout selected handler/quote save 链已追踪；支付和订单区域留待 purchase 深审","否"
"01_core_hexin/services/commerce/src/modules/purchase/PurchaseOrderQuoteStore.ts","Commerce/purchase","TypeScript源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/PurchasePaymentIntentContext.ts","Commerce/purchase","TypeScript源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/PurchasePaymentRecoveryQueue.ts","Commerce/purchase","TypeScript源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/PurchasePolicy.test.ts","Commerce/purchase","测试源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/PurchasePolicy.ts","Commerce/purchase","TypeScript源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/PurchaseSessionResolver.ts","Commerce/purchase","TypeScript源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/index.ts","Commerce/purchase","TypeScript源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/module.manifest.test.ts","Commerce/purchase","测试源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/purchase/module.manifest.ts","Commerce/purchase","TypeScript源码","已深入审阅","2026-09-14","AU-140；CP-00A 证据语义","PurchaseApiRuntime-selected-module-local-test","P2（F-0174适用quote-order composition）","[FACT][E-AU-140-001–006] 已审真实 composition、DB boundary 或 local behavior；见 F-0174","否（F-0174 后续专项复核）"
"01_core_hexin/services/commerce/src/modules/qualification/01_public_gongkai/QualificationCapabilities.ts","Commerce/qualification","TypeScript源码","已深入审阅","2026-09-14","AU-045 module manifest","低","read/manage capability 定义与模块 manifest 对齐","否"
"01_core_hexin/services/commerce/src/modules/qualification/02_domain_yewu/README.md","Commerce/qualification","文档","已深入审阅","2026-09-14","CP-00 建档；CP-00A 证据语义；AU-167 Qualification documentation","Commerce entry/bootstrap/module registry","未评级","[FACT][E-AU-167] Qualification documentation/code boundary review","否"
"01_core_hexin/services/commerce/src/modules/qualification/03_application_yingyong/QualificationOperations.ts","Commerce/qualification","TypeScript源码","已深入审阅","2026-09-14","QualificationModule","P1候选/F-0138；P2/F-0139,F-0140","策略写入、预览和完整运行操作实现","是"
"01_core_hexin/services/commerce/src/modules/qualification/03_application_yingyong/QualificationReadOperations.ts","Commerce/qualification","TypeScript源码","已深入审阅","2026-09-14","IdentityOperatorQualificationModule","低","keyset 读取操作入口","否"
"01_core_hexin/services/commerce/src/modules/qualification/04_adapters_shixian/README.md","Commerce/qualification","文档","已深入审阅","2026-09-14","CP-00 建档；CP-00A 证据语义；AU-167 Qualification documentation","Commerce entry/bootstrap/module registry","未评级","[FACT][E-AU-167] Qualification documentation/code boundary review","否"
"01_core_hexin/services/commerce/src/modules/qualification/05_interface_jieru/IdentityOperatorQualificationModule.ts","Commerce/qualification","TypeScript源码","已深入审阅","2026-09-14","identity operator profile","低","只选择 qualification.center.read","否"
"01_core_hexin/services/commerce/src/modules/qualification/05_interface_jieru/QualificationModule.ts","Commerce/qualification","TypeScript源码","已深入审阅","2026-09-14","BUSINESS_MODULES","中","完整 read/preview/manage runtime 入口","否"
"01_core_hexin/services/commerce/src/modules/qualification/06_tests_ceshi/README.md","Commerce/qualification","文档","已深入审阅","2026-09-14","CP-00 建档；CP-00A 证据语义；AU-167 Qualification documentation","Commerce entry/bootstrap/module registry","未评级","[FACT][E-AU-167] Qualification documentation/code boundary review","否"
"01_core_hexin/services/commerce/src/modules/qualification/README.md","Commerce/qualification","文档","已深入审阅","2026-09-14","CP-00 建档；CP-00A 证据语义；AU-167 Qualification documentation","Commerce entry/bootstrap/module registry","未评级","[FACT][E-AU-167] Qualification documentation/code boundary review","否"
"01_core_hexin/services/commerce/src/modules/qualification/index.ts","Commerce/qualification","TypeScript源码","已深入审阅","2026-09-14","模块公共导出","低","公共导出为 module manifest/capability，不构成垃圾","否"
"01_core_hexin/services/commerce/src/modules/qualification/module.manifest.ts","Commerce/qualification","TypeScript源码","已深入审阅","2026-09-14","module registry","低","声明 qualification read/manage 与 member.read 依赖","否"
"01_core_hexin/services/commerce/src/modules/qualification/operator.ts","Commerce/qualification","TypeScript源码","已深入审阅","2026-09-14","identity operator loader","低","导出只读 selected module","否"
"01_core_hexin/services/commerce/src/modules/qualification/runtime.ts","Commerce/qualification","TypeScript源码","已深入审阅","2026-09-14","BUSINESS_MODULES","中","导出完整 QualificationModule","否"
"01_core_hexin/services/commerce/src/modules/referral/01_public_gongkai/ReferralCapabilities.ts","Commerce/referral","TypeScript源码","已深入审阅","2026-09-14","AU-056 Referral 佣金链","referral manifest","未发现独立高风险","[FACT][E-AU-056-001] capability 声明已审","否（若后续升级P1/G3/GX再复核）"
