编号,定义位置,Operation,owner,method,path,audience,permission,availability,execution,idempotency,expectedVersion,writePath,requestFields,responseFields,requirements,controller,handler,sdk,审阅结论
OP-AU-007-231,01_core_hexin/packages/contract/definitions/operations.yml:3228,channel.webhooks.receive,channel,POST,/api/v1/channels/webhooks/{connectionid},provider,,runtime,sync,none,optional,none,未声明,未声明,MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-232,01_core_hexin/packages/contract/definitions/operations.yml:3239,channel.syncruns.start,channel,POST,/api/v1/channels/syncruns,operator,channel.sync.manage,runtime,sync,required,optional,none,未声明,未声明,MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-233,01_core_hexin/packages/contract/definitions/operations.yml:3252,channel.syncruns.read,channel,GET,/api/v1/channels/syncruns,operator,channel.sync.read,runtime,sync,none,none,none,未声明,未声明,MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-234,01_core_hexin/packages/contract/definitions/operations.yml:3265,channel.syncruns.cancel,channel,DELETE,/api/v1/channels/syncruns/{runid},operator,channel.sync.manage,runtime,sync,required,optional,none,未声明,未声明,MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-235,01_core_hexin/packages/contract/definitions/operations.yml:3278,channel.operations.read,channel,GET,/api/v1/channels/operations,operator,channel.operation.read,runtime,sync,none,none,none,未声明,未声明,MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-236,01_core_hexin/packages/contract/definitions/operations.yml:3291,channel.operations.replay,channel,POST,/api/v1/channels/operations/{operationid}/replays,operator,channel.operation.replay,runtime,sync,required,optional,none,未声明,未声明,MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-237,01_core_hexin/packages/contract/definitions/operations.yml:3304,extension.installations.read,extension,GET,/api/v1/extensions/installations,operator,extension.installation.read,runtime,sync,none,none,none,未声明,未声明,MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/extension.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-238,01_core_hexin/packages/contract/definitions/operations.yml:3317,identity.storefronts.read,identity,POST,/api/v1/identity/storefronts/resolve,public,,runtime,sync,required,optional,none,未声明,未声明,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/identity.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-239,01_core_hexin/packages/contract/definitions/operations.yml:3349,identity.members.reset,identity,PUT,/api/v1/identity/members/{membershipid}/registration,operator,identity.registration.reset,runtime,sync,required,required,transactional,1,13,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/identity.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-240,01_core_hexin/packages/contract/definitions/operations.yml:3366,identity.mobile.challenge,identity,POST,/api/v1/identity/mobile/challenges,member,identity.mobile.manage,runtime,sync,required,optional,transactional,6,16,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/identity.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-241,01_core_hexin/packages/contract/definitions/operations.yml:3401,access.ownership.read,access,GET,/api/v1/access/ownership,operator,access.ownership.read,runtime,sync,none,none,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/access.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-242,01_core_hexin/packages/contract/definitions/operations.yml:3415,access.ownership.transfers.preview,access,POST,/api/v1/access/ownership/transfers/preview,operator,access.ownership.transfer,runtime,sync,required,optional,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/access.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-243,01_core_hexin/packages/contract/definitions/operations.yml:3429,access.ownership.transfers.create,access,POST,/api/v1/access/ownership/transfers,operator,access.ownership.transfer,runtime,sync,required,optional,transactional,12,4,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/access.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-244,01_core_hexin/packages/contract/definitions/operations.yml:3445,access.ownership.transfers.accept.preview,access,POST,/api/v1/access/ownership/transfers/{transferid}/accept/preview,operator,access.ownership.accept,runtime,sync,required,optional,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/access.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-245,01_core_hexin/packages/contract/definitions/operations.yml:3459,access.ownership.transfers.accept,access,POST,/api/v1/access/ownership/transfers/{transferid}/accept,operator,access.ownership.accept,runtime,sync,required,optional,transactional,12,4,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/access.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-246,01_core_hexin/packages/contract/definitions/operations.yml:3475,access.ownership.transfers.cancel,access,POST,/api/v1/access/ownership/transfers/{transferid}/cancel,operator,access.ownership.transfer,runtime,sync,required,optional,transactional,12,4,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/access.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-247,01_core_hexin/packages/contract/definitions/operations.yml:3491,access.ownership.transfers.cancel.preview,access,POST,/api/v1/access/ownership/transfers/{transferid}/cancel/preview,operator,access.ownership.transfer,runtime,sync,required,optional,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/access.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-248,01_core_hexin/packages/contract/definitions/operations.yml:3505,referral.settings.read,referral,GET,/api/v1/referral/settings,operator,referral.settings.read,runtime,sync,none,none,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/referral.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-249,01_core_hexin/packages/contract/definitions/operations.yml:3518,referral.settings.manage,referral,PUT,/api/v1/referral/settings,operator,referral.settings.manage,runtime,sync,required,optional,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/referral.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-250,01_core_hexin/packages/contract/definitions/operations.yml:3531,referral.products.read,referral,GET,/api/v1/referral/products,operator,referral.products.read,runtime,sync,none,none,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/referral.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-251,01_core_hexin/packages/contract/definitions/operations.yml:3544,referral.products.manage,referral,PUT,/api/v1/referral/products,operator,referral.products.manage,runtime,sync,required,optional,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/referral.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-252,01_core_hexin/packages/contract/definitions/operations.yml:3557,referral.members.read,referral,GET,/api/v1/referral/members,operator,referral.members.read,runtime,sync,none,none,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/referral.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-253,01_core_hexin/packages/contract/definitions/operations.yml:3570,referral.members.apply,referral,POST,/api/v1/referral/members/apply,member,referral.self.manage,runtime,sync,required,optional,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/referral.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-254,01_core_hexin/packages/contract/definitions/operations.yml:3583,referral.members.approve,referral,POST,/api/v1/referral/members/approve,operator,referral.members.approve,runtime,sync,required,optional,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/referral.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-255,01_core_hexin/packages/contract/definitions/operations.yml:3596,referral.members.disqualify,referral,POST,/api/v1/referral/members/disqualify,operator,referral.members.disqualify,runtime,sync,required,optional,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/referral.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-256,01_core_hexin/packages/contract/definitions/operations.yml:3609,referral.bindings.read,referral,GET,/api/v1/referral/bindings,operator,referral.bindings.read,runtime,sync,none,none,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/referral.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-257,01_core_hexin/packages/contract/definitions/operations.yml:3622,referral.bindings.create,referral,POST,/api/v1/referral/bindings,member,referral.self.manage,runtime,sync,required,optional,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/referral.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-258,01_core_hexin/packages/contract/definitions/operations.yml:3635,referral.commissions.read,referral,GET,/api/v1/referral/commissions,operator,referral.commissions.read,runtime,sync,none,none,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/referral.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
